t,v1,v2
0.0208,2.4869,-9.9211
0.02081,2.5173,-9.9192
0.02082,2.5477,-9.9172
0.02083,2.5781,-9.9151
0.02084,2.6084,-9.9131
0.02085,2.6387,-9.911
0.02086,2.669,-9.9089
0.02087,2.6993,-9.9068
0.02088,2.7295,-9.9046
0.02089,2.7597,-9.9024
0.0209,2.7899,-9.9002
0.02091,2.8201,-9.898
0.02092,2.8502,-9.8958
0.02093,2.8803,-9.8935
0.02094,2.9104,-9.8912
0.02095,2.9404,-9.8889
0.02096,2.9704,-9.8865
0.02097,3.0004,-9.8841
0.02098,3.0304,-9.8817
0.02099,3.0603,-9.8793
0.021,3.0902,-9.8769
0.02101,3.12,-9.8744
0.02102,3.1499,-9.8719
0.02103,3.1797,-9.8694
0.02104,3.2094,-9.8669
0.02105,3.2392,-9.8643
0.02106,3.2689,-9.8617
0.02107,3.2986,-9.8591
0.02108,3.3282,-9.8564
0.02109,3.3578,-9.8538
0.0211,3.3874,-9.8511
0.02111,3.4169,-9.8484
0.02112,3.4464,-9.8456
0.02113,3.4759,-9.8429
0.02114,3.5053,-9.8401
0.02115,3.5347,-9.8373
0.02116,3.5641,-9.8345
0.02117,3.5935,-9.8316
0.02118,3.6228,-9.8287
0.02119,3.652,-9.8258
0.0212,3.6812,-9.8229
0.02121,3.7104,-9.8199
0.02122,3.7396,-9.8169
0.02123,3.7687,-9.8139
0.02124,3.7978,-9.8109
0.02125,3.8268,-9.8079
0.02126,3.8558,-9.8048
0.02127,3.8848,-9.8017
0.02128,3.9137,-9.7986
0.02129,3.9426,-9.7954
0.0213,3.9715,-9.7922
0.02131,4.0003,-9.789
0.02132,4.0291,-9.7858
0.02133,4.0578,-9.7826
0.02134,4.0865,-9.7793
0.02135,4.1151,-9.776
0.02136,4.1438,-9.7727
0.02137,4.1723,-9.7693
0.02138,4.2009,-9.766
0.02139,4.2293,-9.7626
0.0214,4.2578,-9.7592
0.02141,4.2862,-9.7557
0.02142,4.3146,-9.7523
0.02143,4.3429,-9.7488
0.02144,4.3712,-9.7453
0.02145,4.3994,-9.7417
0.02146,4.4276,-9.7382
0.02147,4.4557,-9.7346
0.02148,4.4838,-9.731
0.02149,4.5119,-9.7274
0.0215,4.5399,-9.7237
0.02151,4.5679,-9.72
0.02152,4.5958,-9.7163
0.02153,4.6237,-9.7126
0.02154,4.6515,-9.7088
0.02155,4.6793,-9.7051
0.02156,4.707,-9.7013
0.02157,4.7347,-9.6974
0.02158,4.7624,-9.6936
0.02159,4.79,-9.6897
0.0216,4.8175,-9.6858
0.02161,4.845,-9.6819
0.02162,4.8725,-9.678
0.02163,4.8999,-9.674
0.02164,4.9273,-9.67
0.02165,4.9546,-9.666
0.02166,4.9819,-9.662
0.02167,5.0091,-9.6579
0.02168,5.0362,-9.6538
0.02169,5.0633,-9.6497
0.0217,5.0904,-9.6456
0.02171,5.1174,-9.6414
0.02172,5.1444,-9.6372
0.02173,5.1713,-9.633
0.02174,5.1982,-9.6288
0.02175,5.225,-9.6246
0.02176,5.2517,-9.6203
0.02177,5.2785,-9.616
0.02178,5.3051,-9.6117
0.02179,5.3317,-9.6073
0.0218,5.3583,-9.6029
0.02181,5.3848,-9.5985
0.02182,5.4112,-9.5941
0.02183,5.4376,-9.5897
0.02184,5.4639,-9.5852
0.02185,5.4902,-9.5807
0.02186,5.5165,-9.5762
0.02187,5.5426,-9.5717
0.02188,5.5688,-9.5671
0.02189,5.5948,-9.5625
0.0219,5.6208,-9.5579
0.02191,5.6468,-9.5533
0.02192,5.6727,-9.5486
0.02193,5.6985,-9.544
0.02194,5.7243,-9.5393
0.02195,5.7501,-9.5345
0.02196,5.7757,-9.5298
0.02197,5.8013,-9.525
0.02198,5.8269,-9.5202
0.02199,5.8524,-9.5154
0.022,5.8779,-9.5106
0.02201,5.9032,-9.5057
0.02202,5.9286,-9.5008
0.02203,5.9538,-9.4959
0.02204,5.979,-9.491
0.02205,6.0042,-9.486
0.02206,6.0293,-9.481
0.02207,6.0543,-9.476
0.02208,6.0793,-9.471
0.02209,6.1042,-9.4659
0.0221,6.1291,-9.4609
0.02211,6.1539,-9.4558
0.02212,6.1786,-9.4506
0.02213,6.2033,-9.4455
0.02214,6.2279,-9.4403
0.02215,6.2524,-9.4351
0.02216,6.2769,-9.4299
0.02217,6.3013,-9.4247
0.02218,6.3257,-9.4194
0.02219,6.35,-9.4141
0.0222,6.3742,-9.4088
0.02221,6.3984,-9.4035
0.02222,6.4225,-9.3981
0.02223,6.4466,-9.3927
0.02224,6.4706,-9.3873
0.02225,6.4945,-9.3819
0.02226,6.5183,-9.3765
0.02227,6.5421,-9.371
0.02228,6.5659,-9.3655
0.02229,6.5895,-9.36
0.0223,6.6131,-9.3544
0.02231,6.6367,-9.3489
0.02232,6.6601,-9.3433
0.02233,6.6835,-9.3377
0.02234,6.7069,-9.332
0.02235,6.7301,-9.3264
0.02236,6.7533,-9.3207
0.02237,6.7765,-9.315
0.02238,6.7995,-9.3093
0.02239,6.8225,-9.3035
0.0224,6.8455,-9.2978
0.02241,6.8683,-9.292
0.02242,6.8911,-9.2862
0.02243,6.9139,-9.2803
0.02244,6.9365,-9.2745
0.02245,6.9591,-9.2686
0.02246,6.9817,-9.2627
0.02247,7.0041,-9.2567
0.02248,7.0265,-9.2508
0.02249,7.0488,-9.2448
0.0225,7.0711,-9.2388
0.02251,7.0932,-9.2328
0.02252,7.1154,-9.2267
0.02253,7.1374,-9.2207
0.02254,7.1594,-9.2146
0.02255,7.1813,-9.2085
0.02256,7.2031,-9.2023
0.02257,7.2248,-9.1962
0.02258,7.2465,-9.19
0.02259,7.2681,-9.1838
0.0226,7.2897,-9.1775
0.02261,7.3112,-9.1713
0.02262,7.3326,-9.165
0.02263,7.3539,-9.1587
0.02264,7.3751,-9.1524
0.02265,7.3963,-9.1461
0.02266,7.4174,-9.1397
0.02267,7.4385,-9.1333
0.02268,7.4594,-9.1269
0.02269,7.4803,-9.1205
0.0227,7.5011,-9.114
0.02271,7.5218,-9.1076
0.02272,7.5425,-9.1011
0.02273,7.5631,-9.0945
0.02274,7.5836,-9.088
0.02275,7.6041,-9.0814
0.02276,7.6244,-9.0748
0.02277,7.6447,-9.0682
0.02278,7.6649,-9.0616
0.02279,7.6851,-9.0549
0.0228,7.7051,-9.0483
0.02281,7.7251,-9.0416
0.02282,7.745,-9.0348
0.02283,7.7649,-9.0281
0.02284,7.7846,-9.0213
0.02285,7.8043,-9.0146
0.02286,7.8239,-9.0077
0.02287,7.8434,-9.0009
0.02288,7.8629,-8.9941
0.02289,7.8823,-8.9872
0.0229,7.9016,-8.9803
0.02291,7.9208,-8.9734
0.02292,7.9399,-8.9664
0.02293,7.959,-8.9594
0.02294,7.9779,-8.9525
0.02295,7.9968,-8.9454
0.02296,8.0157,-8.9384
0.02297,8.0344,-8.9314
0.02298,8.0531,-8.9243
0.02299,8.0717,-8.9172
0.023,8.0902,-8.9101
0.02301,8.1086,-8.9029
0.02302,8.1269,-8.8958
0.02303,8.1452,-8.8886
0.02304,8.1634,-8.8814
0.02305,8.1815,-8.8741
0.02306,8.1995,-8.8669
0.02307,8.2175,-8.8596
0.02308,8.2353,-8.8523
0.02309,8.2531,-8.845
0.0231,8.2708,-8.8377
0.02311,8.2884,-8.8303
0.02312,8.306,-8.8229
0.02313,8.3234,-8.8155
0.02314,8.3408,-8.8081
0.02315,8.3581,-8.8006
0.02316,8.3753,-8.7932
0.02317,8.3924,-8.7857
0.02318,8.4094,-8.7782
0.02319,8.4264,-8.7706
0.0232,8.4433,-8.7631
0.02321,8.4601,-8.7555
0.02322,8.4768,-8.7479
0.02323,8.4934,-8.7403
0.02324,8.5099,-8.7326
0.02325,8.5264,-8.725
0.02326,8.5428,-8.7173
0.02327,8.5591,-8.7096
0.02328,8.5753,-8.7018
0.02329,8.5914,-8.6941
0.0233,8.6074,-8.6863
0.02331,8.6234,-8.6785
0.02332,8.6392,-8.6707
0.02333,8.655,-8.6629
0.02334,8.6707,-8.655
0.02335,8.6863,-8.6471
0.02336,8.7018,-8.6392
0.02337,8.7173,-8.6313
0.02338,8.7326,-8.6234
0.02339,8.7479,-8.6154
0.0234,8.7631,-8.6074
0.02341,8.7782,-8.5994
0.02342,8.7932,-8.5914
0.02343,8.8081,-8.5833
0.02344,8.8229,-8.5753
0.02345,8.8377,-8.5672
0.02346,8.8523,-8.5591
0.02347,8.8669,-8.5509
0.02348,8.8814,-8.5428
0.02349,8.8958,-8.5346
0.0235,8.9101,-8.5264
0.02351,8.9243,-8.5182
0.02352,8.9384,-8.5099
0.02353,8.9525,-8.5017
0.02354,8.9664,-8.4934
0.02355,8.9803,-8.4851
0.02356,8.9941,-8.4768
0.02357,9.0077,-8.4684
0.02358,9.0213,-8.4601
0.02359,9.0348,-8.4517
0.0236,9.0483,-8.4433
0.02361,9.0616,-8.4349
0.02362,9.0748,-8.4264
0.02363,9.088,-8.4179
0.02364,9.1011,-8.4094
0.02365,9.114,-8.4009
0.02366,9.1269,-8.3924
0.02367,9.1397,-8.3839
0.02368,9.1524,-8.3753
0.02369,9.165,-8.3667
0.0237,9.1775,-8.3581
0.02371,9.19,-8.3494
0.02372,9.2023,-8.3408
0.02373,9.2146,-8.3321
0.02374,9.2267,-8.3234
0.02375,9.2388,-8.3147
0.02376,9.2508,-8.306
0.02377,9.2627,-8.2972
0.02378,9.2745,-8.2884
0.02379,9.2862,-8.2796
0.0238,9.2978,-8.2708
0.02381,9.3093,-8.262
0.02382,9.3207,-8.2531
0.02383,9.332,-8.2442
0.02384,9.3433,-8.2353
0.02385,9.3544,-8.2264
0.02386,9.3655,-8.2175
0.02387,9.3765,-8.2085
0.02388,9.3873,-8.1995
0.02389,9.3981,-8.1905
0.0239,9.4088,-8.1815
0.02391,9.4194,-8.1725
0.02392,9.4299,-8.1634
0.02393,9.4403,-8.1543
0.02394,9.4506,-8.1452
0.02395,9.4609,-8.1361
0.02396,9.471,-8.1269
0.02397,9.481,-8.1178
0.02398,9.491,-8.1086
0.02399,9.5008,-8.0994
0.024,9.5106,-8.0902
0.02401,9.5202,-8.0809
0.02402,9.5298,-8.0717
0.02403,9.5393,-8.0624
0.02404,9.5486,-8.0531
0.02405,9.5579,-8.0438
0.02406,9.5671,-8.0344
0.02407,9.5762,-8.0251
0.02408,9.5852,-8.0157
0.02409,9.5941,-8.0063
0.0241,9.6029,-7.9968
0.02411,9.6117,-7.9874
0.02412,9.6203,-7.9779
0.02413,9.6288,-7.9685
0.02414,9.6372,-7.959
0.02415,9.6456,-7.9494
0.02416,9.6538,-7.9399
0.02417,9.662,-7.9303
0.02418,9.67,-7.9208
0.02419,9.678,-7.9112
0.0242,9.6858,-7.9016
0.02421,9.6936,-7.8919
0.02422,9.7013,-7.8823
0.02423,9.7088,-7.8726
0.02424,9.7163,-7.8629
0.02425,9.7237,-7.8532
0.02426,9.731,-7.8434
0.02427,9.7382,-7.8337
0.02428,9.7453,-7.8239
0.02429,9.7523,-7.8141
0.0243,9.7592,-7.8043
0.02431,9.766,-7.7945
0.02432,9.7727,-7.7846
0.02433,9.7793,-7.7748
0.02434,9.7858,-7.7649
0.02435,9.7922,-7.755
0.02436,9.7986,-7.745
0.02437,9.8048,-7.7351
0.02438,9.8109,-7.7251
0.02439,9.8169,-7.7151
0.0244,9.8229,-7.7051
0.02441,9.8287,-7.6951
0.02442,9.8345,-7.6851
0.02443,9.8401,-7.675
0.02444,9.8456,-7.6649
0.02445,9.8511,-7.6548
0.02446,9.8564,-7.6447
0.02447,9.8617,-7.6346
0.02448,9.8669,-7.6244
0.02449,9.8719,-7.6143
0.0245,9.8769,-7.6041
0.02451,9.8817,-7.5938
0.02452,9.8865,-7.5836
0.02453,9.8912,-7.5734
0.02454,9.8958,-7.5631
0.02455,9.9002,-7.5528
0.02456,9.9046,-7.5425
0.02457,9.9089,-7.5322
0.02458,9.9131,-7.5218
0.02459,9.9172,-7.5115
0.0246,9.9211,-7.5011
0.02461,9.925,-7.4907
0.02462,9.9288,-7.4803
0.02463,9.9325,-7.4699
0.02464,9.9361,-7.4594
0.02465,9.9396,-7.4489
0.02466,9.943,-7.4385
0.02467,9.9463,-7.4279
0.02468,9.9495,-7.4174
0.02469,9.9526,-7.4069
0.0247,9.9556,-7.3963
0.02471,9.9585,-7.3857
0.02472,9.9613,-7.3751
0.02473,9.964,-7.3645
0.02474,9.9667,-7.3539
0.02475,9.9692,-7.3432
0.02476,9.9716,-7.3326
0.02477,9.9739,-7.3219
0.02478,9.9761,-7.3112
0.02479,9.9782,-7.3004
0.0248,9.9803,-7.2897
0.02481,9.9822,-7.2789
0.02482,9.984,-7.2681
0.02483,9.9857,-7.2573
0.02484,9.9874,-7.2465
0.02485,9.9889,-7.2357
0.02486,9.9903,-7.2248
0.02487,9.9917,-7.214
0.02488,9.9929,-7.2031
0.02489,9.994,-7.1922
0.0249,9.9951,-7.1813
0.02491,9.996,-7.1703
0.02492,9.9968,-7.1594
0.02493,9.9976,-7.1484
0.02494,9.9982,-7.1374
0.02495,9.9988,-7.1264
0.02496,9.9992,-7.1154
0.02497,9.9996,-7.1043
0.02498,9.9998,-7.0932
0.02499,10,-7.0822
0.025,10,-7.0711
0.02501,10,-7.06
0.02502,9.9998,-7.0488
0.02503,9.9996,-7.0377
0.02504,9.9992,-7.0265
0.02505,9.9988,-7.0153
0.02506,9.9982,-7.0041
0.02507,9.9976,-6.9929
0.02508,9.9968,-6.9817
0.02509,9.996,-6.9704
0.0251,9.9951,-6.9591
0.02511,9.994,-6.9478
0.02512,9.9929,-6.9365
0.02513,9.9917,-6.9252
0.02514,9.9903,-6.9139
0.02515,9.9889,-6.9025
0.02516,9.9874,-6.8911
0.02517,9.9857,-6.8797
0.02518,9.984,-6.8683
0.02519,9.9822,-6.8569
0.0252,9.9803,-6.8455
0.02521,9.9782,-6.834
0.02522,9.9761,-6.8225
0.02523,9.9739,-6.811
0.02524,9.9716,-6.7995
0.02525,9.9692,-6.788
0.02526,9.9667,-6.7765
0.02527,9.964,-6.7649
0.02528,9.9613,-6.7533
0.02529,9.9585,-6.7417
0.0253,9.9556,-6.7301
0.02531,9.9526,-6.7185
0.02532,9.9495,-6.7069
0.02533,9.9463,-6.6952
0.02534,9.943,-6.6835
0.02535,9.9396,-6.6718
0.02536,9.9361,-6.6601
0.02537,9.9325,-6.6484
0.02538,9.9288,-6.6367
0.02539,9.925,-6.6249
0.0254,9.9211,-6.6131
0.02541,9.9172,-6.6013
0.02542,9.9131,-6.5895
0.02543,9.9089,-6.5777
0.02544,9.9046,-6.5659
0.02545,9.9002,-6.554
0.02546,9.8958,-6.5421
0.02547,9.8912,-6.5302
0.02548,9.8865,-6.5183
0.02549,9.8817,-6.5064
0.0255,9.8769,-6.4945
0.02551,9.8719,-6.4825
0.02552,9.8669,-6.4706
0.02553,9.8617,-6.4586
0.02554,9.8564,-6.4466
0.02555,9.8511,-6.4346
0.02556,9.8456,-6.4225
0.02557,9.8401,-6.4105
0.02558,9.8345,-6.3984
0.02559,9.8287,-6.3863
0.0256,9.8229,-6.3742
0.02561,9.8169,-6.3621
0.02562,9.8109,-6.35
0.02563,9.8048,-6.3379
0.02564,9.7986,-6.3257
0.02565,9.7922,-6.3135
0.02566,9.7858,-6.3013
0.02567,9.7793,-6.2891
0.02568,9.7727,-6.2769
0.02569,9.766,-6.2647
0.0257,9.7592,-6.2524
0.02571,9.7523,-6.2402
0.02572,9.7453,-6.2279
0.02573,9.7382,-6.2156
0.02574,9.731,-6.2033
0.02575,9.7237,-6.1909
0.02576,9.7163,-6.1786
0.02577,9.7088,-6.1662
0.02578,9.7013,-6.1539
0.02579,9.6936,-6.1415
0.0258,9.6858,-6.1291
0.02581,9.678,-6.1167
0.02582,9.67,-6.1042
0.02583,9.662,-6.0918
0.02584,9.6538,-6.0793
0.02585,9.6456,-6.0668
0.02586,9.6372,-6.0543
0.02587,9.6288,-6.0418
0.02588,9.6203,-6.0293
0.02589,9.6117,-6.0168
0.0259,9.6029,-6.0042
0.02591,9.5941,-5.9916
0.02592,9.5852,-5.979
0.02593,9.5762,-5.9665
0.02594,9.5671,-5.9538
0.02595,9.5579,-5.9412
0.02596,9.5486,-5.9286
0.02597,9.5393,-5.9159
0.02598,9.5298,-5.9032
0.02599,9.5202,-5.8906
0.026,9.5106,-5.8779
0.02601,9.5008,-5.8651
0.02602,9.491,-5.8524
0.02603,9.481,-5.8397
0.02604,9.471,-5.8269
0.02605,9.4609,-5.8141
0.02606,9.4506,-5.8013
0.02607,9.4403,-5.7885
0.02608,9.4299,-5.7757
0.02609,9.4194,-5.7629
0.0261,9.4088,-5.7501
0.02611,9.3981,-5.7372
0.02612,9.3873,-5.7243
0.02613,9.3765,-5.7114
0.02614,9.3655,-5.6985
0.02615,9.3544,-5.6856
0.02616,9.3433,-5.6727
0.02617,9.332,-5.6597
0.02618,9.3207,-5.6468
0.02619,9.3093,-5.6338
0.0262,9.2978,-5.6208
0.02621,9.2862,-5.6078
0.02622,9.2745,-5.5948
0.02623,9.2627,-5.5818
0.02624,9.2508,-5.5688
0.02625,9.2388,-5.5557
0.02626,9.2267,-5.5426
0.02627,9.2146,-5.5296
0.02628,9.2023,-5.5165
0.02629,9.19,-5.5034
0.0263,9.1775,-5.4902
0.02631,9.165,-5.4771
0.02632,9.1524,-5.4639
0.02633,9.1397,-5.4508
0.02634,9.1269,-5.4376
0.02635,9.114,-5.4244
0.02636,9.1011,-5.4112
0.02637,9.088,-5.398
0.02638,9.0748,-5.3848
0.02639,9.0616,-5.3715
0.0264,9.0483,-5.3583
0.02641,9.0348,-5.345
0.02642,9.0213,-5.3317
0.02643,9.0077,-5.3184
0.02644,8.9941,-5.3051
0.02645,8.9803,-5.2918
0.02646,8.9664,-5.2785
0.02647,8.9525,-5.2651
0.02648,8.9384,-5.2517
0.02649,8.9243,-5.2384
0.0265,8.9101,-5.225
0.02651,8.8958,-5.2116
0.02652,8.8814,-5.1982
0.02653,8.8669,-5.1847
0.02654,8.8523,-5.1713
0.02655,8.8377,-5.1579
0.02656,8.8229,-5.1444
0.02657,8.8081,-5.1309
0.02658,8.7932,-5.1174
0.02659,8.7782,-5.1039
0.0266,8.7631,-5.0904
0.02661,8.7479,-5.0769
0.02662,8.7326,-5.0633
0.02663,8.7173,-5.0498
0.02664,8.7018,-5.0362
0.02665,8.6863,-5.0227
0.02666,8.6707,-5.0091
0.02667,8.655,-4.9955
0.02668,8.6392,-4.9819
0.02669,8.6234,-4.9682
0.0267,8.6074,-4.9546
0.02671,8.5914,-4.9409
0.02672,8.5753,-4.9273
0.02673,8.5591,-4.9136
0.02674,8.5428,-4.8999
0.02675,8.5264,-4.8862
0.02676,8.5099,-4.8725
0.02677,8.4934,-4.8588
0.02678,8.4768,-4.845
0.02679,8.4601,-4.8313
0.0268,8.4433,-4.8175
0.02681,8.4264,-4.8038
0.02682,8.4094,-4.79
0.02683,8.3924,-4.7762
0.02684,8.3753,-4.7624
0.02685,8.3581,-4.7486
0.02686,8.3408,-4.7347
0.02687,8.3234,-4.7209
0.02688,8.306,-4.707
0.02689,8.2884,-4.6932
0.0269,8.2708,-4.6793
0.02691,8.2531,-4.6654
0.02692,8.2353,-4.6515
0.02693,8.2175,-4.6376
0.02694,8.1995,-4.6237
0.02695,8.1815,-4.6097
0.02696,8.1634,-4.5958
0.02697,8.1452,-4.5818
0.02698,8.1269,-4.5679
0.02699,8.1086,-4.5539
0.027,8.0902,-4.5399
0.02701,8.0717,-4.5259
0.02702,8.0531,-4.5119
0.02703,8.0344,-4.4979
0.02704,8.0157,-4.4838
0.02705,7.9968,-4.4698
0.02706,7.9779,-4.4557
0.02707,7.959,-4.4417
0.02708,7.9399,-4.4276
0.02709,7.9208,-4.4135
0.0271,7.9016,-4.3994
0.02711,7.8823,-4.3853
0.02712,7.8629,-4.3712
0.02713,7.8434,-4.357
0.02714,7.8239,-4.3429
0.02715,7.8043,-4.3287
0.02716,7.7846,-4.3146
0.02717,7.7649,-4.3004
0.02718,7.745,-4.2862
0.02719,7.7251,-4.272
0.0272,7.7051,-4.2578
0.02721,7.6851,-4.2436
0.02722,7.6649,-4.2293
0.02723,7.6447,-4.2151
0.02724,7.6244,-4.2009
0.02725,7.6041,-4.1866
0.02726,7.5836,-4.1723
0.02727,7.5631,-4.158
0.02728,7.5425,-4.1438
0.02729,7.5218,-4.1295
0.0273,7.5011,-4.1151
0.02731,7.4803,-4.1008
0.02732,7.4594,-4.0865
0.02733,7.4385,-4.0721
0.02734,7.4174,-4.0578
0.02735,7.3963,-4.0434
0.02736,7.3751,-4.0291
0.02737,7.3539,-4.0147
0.02738,7.3326,-4.0003
0.02739,7.3112,-3.9859
0.0274,7.2897,-3.9715
0.02741,7.2681,-3.9571
0.02742,7.2465,-3.9426
0.02743,7.2248,-3.9282
0.02744,7.2031,-3.9137
0.02745,7.1813,-3.8993
0.02746,7.1594,-3.8848
0.02747,7.1374,-3.8703
0.02748,7.1154,-3.8558
0.02749,7.0932,-3.8413
0.0275,7.0711,-3.8268
0.02751,7.0488,-3.8123
0.02752,7.0265,-3.7978
0.02753,7.0041,-3.7833
0.02754,6.9817,-3.7687
0.02755,6.9591,-3.7542
0.02756,6.9365,-3.7396
0.02757,6.9139,-3.725
0.02758,6.8911,-3.7104
0.02759,6.8683,-3.6958
0.0276,6.8455,-3.6812
0.02761,6.8225,-3.6666
0.02762,6.7995,-3.652
0.02763,6.7765,-3.6374
0.02764,6.7533,-3.6228
0.02765,6.7301,-3.6081
0.02766,6.7069,-3.5935
0.02767,6.6835,-3.5788
0.02768,6.6601,-3.5641
0.02769,6.6367,-3.5494
0.0277,6.6131,-3.5347
0.02771,6.5895,-3.5201
0.02772,6.5659,-3.5053
0.02773,6.5421,-3.4906
0.02774,6.5183,-3.4759
0.02775,6.4945,-3.4612
0.02776,6.4706,-3.4464
0.02777,6.4466,-3.4317
0.02778,6.4225,-3.4169
0.02779,6.3984,-3.4022
0.0278,6.3742,-3.3874
0.02781,6.35,-3.3726
0.02782,6.3257,-3.3578
0.02783,6.3013,-3.343
0.02784,6.2769,-3.3282
0.02785,6.2524,-3.3134
0.02786,6.2279,-3.2986
0.02787,6.2033,-3.2837
0.02788,6.1786,-3.2689
0.02789,6.1539,-3.254
0.0279,6.1291,-3.2392
0.02791,6.1042,-3.2243
0.02792,6.0793,-3.2094
0.02793,6.0543,-3.1946
0.02794,6.0293,-3.1797
0.02795,6.0042,-3.1648
0.02796,5.979,-3.1499
0.02797,5.9538,-3.135
0.02798,5.9286,-3.12
0.02799,5.9032,-3.1051
0.028,5.8779,-3.0902
0.02801,5.8524,-3.0752
0.02802,5.8269,-3.0603
0.02803,5.8013,-3.0453
0.02804,5.7757,-3.0304
0.02805,5.7501,-3.0154
0.02806,5.7243,-3.0004
0.02807,5.6985,-2.9854
0.02808,5.6727,-2.9704
0.02809,5.6468,-2.9554
0.0281,5.6208,-2.9404
0.02811,5.5948,-2.9254
0.02812,5.5688,-2.9104
0.02813,5.5426,-2.8953
0.02814,5.5165,-2.8803
0.02815,5.4902,-2.8652
0.02816,5.4639,-2.8502
0.02817,5.4376,-2.8351
0.02818,5.4112,-2.8201
0.02819,5.3848,-2.805
0.0282,5.3583,-2.7899
0.02821,5.3317,-2.7748
0.02822,5.3051,-2.7597
0.02823,5.2785,-2.7446
0.02824,5.2517,-2.7295
0.02825,5.225,-2.7144
0.02826,5.1982,-2.6993
0.02827,5.1713,-2.6842
0.02828,5.1444,-2.669
0.02829,5.1174,-2.6539
0.0283,5.0904,-2.6387
0.02831,5.0633,-2.6236
0.02832,5.0362,-2.6084
0.02833,5.0091,-2.5932
0.02834,4.9819,-2.5781
0.02835,4.9546,-2.5629
0.02836,4.9273,-2.5477
0.02837,4.8999,-2.5325
0.02838,4.8725,-2.5173
0.02839,4.845,-2.5021
0.0284,4.8175,-2.4869
0.02841,4.79,-2.4717
0.02842,4.7624,-2.4565
0.02843,4.7347,-2.4412
0.02844,4.707,-2.426
0.02845,4.6793,-2.4108
0.02846,4.6515,-2.3955
0.02847,4.6237,-2.3802
0.02848,4.5958,-2.365
0.02849,4.5679,-2.3497
0.0285,4.5399,-2.3345
0.02851,4.5119,-2.3192
0.02852,4.4838,-2.3039
0.02853,4.4557,-2.2886
0.02854,4.4276,-2.2733
0.02855,4.3994,-2.258
0.02856,4.3712,-2.2427
0.02857,4.3429,-2.2274
0.02858,4.3146,-2.2121
0.02859,4.2862,-2.1968
0.0286,4.2578,-2.1814
0.02861,4.2293,-2.1661
0.02862,4.2009,-2.1508
0.02863,4.1723,-2.1354
0.02864,4.1438,-2.1201
0.02865,4.1151,-2.1047
0.02866,4.0865,-2.0894
0.02867,4.0578,-2.074
0.02868,4.0291,-2.0586
0.02869,4.0003,-2.0433
0.0287,3.9715,-2.0279
0.02871,3.9426,-2.0125
0.02872,3.9137,-1.9971
0.02873,3.8848,-1.9817
0.02874,3.8558,-1.9663
0.02875,3.8268,-1.9509
0.02876,3.7978,-1.9355
0.02877,3.7687,-1.9201
0.02878,3.7396,-1.9047
0.02879,3.7104,-1.8892
0.0288,3.6812,-1.8738
0.02881,3.652,-1.8584
0.02882,3.6228,-1.8429
0.02883,3.5935,-1.8275
0.02884,3.5641,-1.8121
0.02885,3.5347,-1.7966
0.02886,3.5053,-1.7812
0.02887,3.4759,-1.7657
0.02888,3.4464,-1.7502
0.02889,3.4169,-1.7348
0.0289,3.3874,-1.7193
0.02891,3.3578,-1.7038
0.02892,3.3282,-1.6883
0.02893,3.2986,-1.6728
0.02894,3.2689,-1.6574
0.02895,3.2392,-1.6419
0.02896,3.2094,-1.6264
0.02897,3.1797,-1.6109
0.02898,3.1499,-1.5954
0.02899,3.12,-1.5799
0.029,3.0902,-1.5643
0.02901,3.0603,-1.5488
0.02902,3.0304,-1.5333
0.02903,3.0004,-1.5178
0.02904,2.9704,-1.5023
0.02905,2.9404,-1.4867
0.02906,2.9104,-1.4712
0.02907,2.8803,-1.4557
0.02908,2.8502,-1.4401
0.02909,2.8201,-1.4246
0.0291,2.7899,-1.409
0.02911,2.7597,-1.3935
0.02912,2.7295,-1.3779
0.02913,2.6993,-1.3623
0.02914,2.669,-1.3468
0.02915,2.6387,-1.3312
0.02916,2.6084,-1.3156
0.02917,2.5781,-1.3001
0.02918,2.5477,-1.2845
0.02919,2.5173,-1.2689
0.0292,2.4869,-1.2533
0.02921,2.4565,-1.2377
0.02922,2.426,-1.2222
0.02923,2.3955,-1.2066
0.02924,2.365,-1.191
0.02925,2.3345,-1.1754
0.02926,2.3039,-1.1598
0.02927,2.2733,-1.1442
0.02928,2.2427,-1.1286
0.02929,2.2121,-1.113
0.0293,2.1814,-1.0973
0.02931,2.1508,-1.0817
0.02932,2.1201,-1.0661
0.02933,2.0894,-1.0505
0.02934,2.0586,-1.0349
0.02935,2.0279,-1.0192
0.02936,1.9971,-1.0036
0.02937,1.9663,-0.98799
0.02938,1.9355,-0.97235
0.02939,1.9047,-0.95672
0.0294,1.8738,-0.94108
0.02941,1.8429,-0.92544
0.02942,1.8121,-0.9098
0.02943,1.7812,-0.89416
0.02944,1.7502,-0.87851
0.02945,1.7193,-0.86286
0.02946,1.6883,-0.84721
0.02947,1.6574,-0.83156
0.02948,1.6264,-0.81591
0.02949,1.5954,-0.80025
0.0295,1.5643,-0.78459
0.02951,1.5333,-0.76893
0.02952,1.5023,-0.75327
0.02953,1.4712,-0.7376
0.02954,1.4401,-0.72194
0.02955,1.409,-0.70627
0.02956,1.3779,-0.6906
0.02957,1.3468,-0.67493
0.02958,1.3156,-0.65926
0.02959,1.2845,-0.64358
0.0296,1.2533,-0.62791
0.02961,1.2222,-0.61223
0.02962,1.191,-0.59655
0.02963,1.1598,-0.58087
