t,v1,v2
0.05104,-3.2094,-1.6264
0.05105,-3.2392,-1.6419
0.05106,-3.2689,-1.6574
0.05107,-3.2986,-1.6728
0.05108,-3.3282,-1.6883
0.05109,-3.3578,-1.7038
0.0511,-3.3874,-1.7193
0.05111,-3.4169,-1.7348
0.05112,-3.4464,-1.7502
0.05113,-3.4759,-1.7657
0.05114,-3.5053,-1.7812
0.05115,-3.5347,-1.7966
0.05116,-3.5641,-1.8121
0.05117,-3.5935,-1.8275
0.05118,-3.6228,-1.8429
0.05119,-3.652,-1.8584
0.0512,-3.6812,-1.8738
0.05121,-3.7104,-1.8892
0.05122,-3.7396,-1.9047
0.05123,-3.7687,-1.9201
0.05124,-3.7978,-1.9355
0.05125,-3.8268,-1.9509
0.05126,-3.8558,-1.9663
0.05127,-3.8848,-1.9817
0.05128,-3.9137,-1.9971
0.05129,-3.9426,-2.0125
0.0513,-3.9715,-2.0279
0.05131,-4.0003,-2.0433
0.05132,-4.0291,-2.0586
0.05133,-4.0578,-2.074
0.05134,-4.0865,-2.0894
0.05135,-4.1151,-2.1047
0.05136,-4.1438,-2.1201
0.05137,-4.1723,-2.1354
0.05138,-4.2009,-2.1508
0.05139,-4.2293,-2.1661
0.0514,-4.2578,-2.1814
0.05141,-4.2862,-2.1968
0.05142,-4.3146,-2.2121
0.05143,-4.3429,-2.2274
0.05144,-4.3712,-2.2427
0.05145,-4.3994,-2.258
0.05146,-4.4276,-2.2733
0.05147,-4.4557,-2.2886
0.05148,-4.4838,-2.3039
0.05149,-4.5119,-2.3192
0.0515,-4.5399,-2.3345
0.05151,-4.5679,-2.3497
0.05152,-4.5958,-2.365
0.05153,-4.6237,-2.3802
0.05154,-4.6515,-2.3955
0.05155,-4.6793,-2.4108
0.05156,-4.707,-2.426
0.05157,-4.7347,-2.4412
0.05158,-4.7624,-2.4565
0.05159,-4.79,-2.4717
0.0516,-4.8175,-2.4869
0.05161,-4.845,-2.5021
0.05162,-4.8725,-2.5173
0.05163,-4.8999,-2.5325
0.05164,-4.9273,-2.5477
0.05165,-4.9546,-2.5629
0.05166,-4.9819,-2.5781
0.05167,-5.0091,-2.5932
0.05168,-5.0362,-2.6084
0.05169,-5.0633,-2.6236
0.0517,-5.0904,-2.6387
0.05171,-5.1174,-2.6539
0.05172,-5.1444,-2.669
0.05173,-5.1713,-2.6842
0.05174,-5.1982,-2.6993
0.05175,-5.225,-2.7144
0.05176,-5.2517,-2.7295
0.05177,-5.2785,-2.7446
0.05178,-5.3051,-2.7597
0.05179,-5.3317,-2.7748
0.0518,-5.3583,-2.7899
0.05181,-5.3848,-2.805
0.05182,-5.4112,-2.8201
0.05183,-5.4376,-2.8351
0.05184,-5.4639,-2.8502
0.05185,-5.4902,-2.8652
0.05186,-5.5165,-2.8803
0.05187,-5.5426,-2.8953
0.05188,-5.5688,-2.9104
0.05189,-5.5948,-2.9254
0.0519,-5.6208,-2.9404
0.05191,-5.6468,-2.9554
0.05192,-5.6727,-2.9704
0.05193,-5.6985,-2.9854
0.05194,-5.7243,-3.0004
0.05195,-5.7501,-3.0154
0.05196,-5.7757,-3.0304
0.05197,-5.8013,-3.0453
0.05198,-5.8269,-3.0603
0.05199,-5.8524,-3.0752
0.052,-5.8779,-3.0902
0.05201,-5.9032,-3.1051
0.05202,-5.9286,-3.12
0.05203,-5.9538,-3.135
0.05204,-5.979,-3.1499
0.05205,-6.0042,-3.1648
0.05206,-6.0293,-3.1797
0.05207,-6.0543,-3.1946
0.05208,-6.0793,-3.2094
0.05209,-6.1042,-3.2243
0.0521,-6.1291,-3.2392
0.05211,-6.1539,-3.254
0.05212,-6.1786,-3.2689
0.05213,-6.2033,-3.2837
0.05214,-6.2279,-3.2986
0.05215,-6.2524,-3.3134
0.05216,-6.2769,-3.3282
0.05217,-6.3013,-3.343
0.05218,-6.3257,-3.3578
0.05219,-6.35,-3.3726
0.0522,-6.3742,-3.3874
0.05221,-6.3984,-3.4022
0.05222,-6.4225,-3.4169
0.05223,-6.4466,-3.4317
0.05224,-6.4706,-3.4464
0.05225,-6.4945,-3.4612
0.05226,-6.5183,-3.4759
0.05227,-6.5421,-3.4906
0.05228,-6.5659,-3.5053
0.05229,-6.5895,-3.5201
0.0523,-6.6131,-3.5347
0.05231,-6.6367,-3.5494
0.05232,-6.6601,-3.5641
0.05233,-6.6835,-3.5788
0.05234,-6.7069,-3.5935
0.05235,-6.7301,-3.6081
0.05236,-6.7533,-3.6228
0.05237,-6.7765,-3.6374
0.05238,-6.7995,-3.652
0.05239,-6.8225,-3.6666
0.0524,-6.8455,-3.6812
0.05241,-6.8683,-3.6958
0.05242,-6.8911,-3.7104
0.05243,-6.9139,-3.725
0.05244,-6.9365,-3.7396
0.05245,-6.9591,-3.7542
0.05246,-6.9817,-3.7687
0.05247,-7.0041,-3.7833
0.05248,-7.0265,-3.7978
0.05249,-7.0488,-3.8123
0.0525,-7.0711,-3.8268
0.05251,-7.0932,-3.8413
0.05252,-7.1154,-3.8558
0.05253,-7.1374,-3.8703
0.05254,-7.1594,-3.8848
0.05255,-7.1813,-3.8993
0.05256,-7.2031,-3.9137
0.05257,-7.2248,-3.9282
0.05258,-7.2465,-3.9426
0.05259,-7.2681,-3.9571
0.0526,-7.2897,-3.9715
0.05261,-7.3112,-3.9859
0.05262,-7.3326,-4.0003
0.05263,-7.3539,-4.0147
0.05264,-7.3751,-4.0291
0.05265,-7.3963,-4.0434
0.05266,-7.4174,-4.0578
0.05267,-7.4385,-4.0721
0.05268,-7.4594,-4.0865
0.05269,-7.4803,-4.1008
0.0527,-7.5011,-4.1151
0.05271,-7.5218,-4.1295
0.05272,-7.5425,-4.1438
0.05273,-7.5631,-4.158
0.05274,-7.5836,-4.1723
0.05275,-7.6041,-4.1866
0.05276,-7.6244,-4.2009
0.05277,-7.6447,-4.2151
0.05278,-7.6649,-4.2293
0.05279,-7.6851,-4.2436
0.0528,-7.7051,-4.2578
0.05281,-7.7251,-4.272
0.05282,-7.745,-4.2862
0.05283,-7.7649,-4.3004
0.05284,-7.7846,-4.3146
0.05285,-7.8043,-4.3287
0.05286,-7.8239,-4.3429
0.05287,-7.8434,-4.357
0.05288,-7.8629,-4.3712
0.05289,-7.8823,-4.3853
0.0529,-7.9016,-4.3994
0.05291,-7.9208,-4.4135
0.05292,-7.9399,-4.4276
0.05293,-7.959,-4.4417
0.05294,-7.9779,-4.4557
0.05295,-7.9968,-4.4698
0.05296,-8.0157,-4.4838
0.05297,-8.0344,-4.4979
0.05298,-8.0531,-4.5119
0.05299,-8.0717,-4.5259
0.053,-8.0902,-4.5399
0.05301,-8.1086,-4.5539
0.05302,-8.1269,-4.5679
0.05303,-8.1452,-4.5818
0.05304,-8.1634,-4.5958
0.05305,-8.1815,-4.6097
0.05306,-8.1995,-4.6237
0.05307,-8.2175,-4.6376
0.05308,-8.2353,-4.6515
0.05309,-8.2531,-4.6654
0.0531,-8.2708,-4.6793
0.05311,-8.2884,-4.6932
0.05312,-8.306,-4.707
0.05313,-8.3234,-4.7209
0.05314,-8.3408,-4.7347
0.05315,-8.3581,-4.7486
0.05316,-8.3753,-4.7624
0.05317,-8.3924,-4.7762
0.05318,-8.4094,-4.79
0.05319,-8.4264,-4.8038
0.0532,-8.4433,-4.8175
0.05321,-8.4601,-4.8313
0.05322,-8.4768,-4.845
0.05323,-8.4934,-4.8588
0.05324,-8.5099,-4.8725
0.05325,-8.5264,-4.8862
0.05326,-8.5428,-4.8999
0.05327,-8.5591,-4.9136
0.05328,-8.5753,-4.9273
0.05329,-8.5914,-4.9409
0.0533,-8.6074,-4.9546
0.05331,-8.6234,-4.9682
0.05332,-8.6392,-4.9819
0.05333,-8.655,-4.9955
0.05334,-8.6707,-5.0091
0.05335,-8.6863,-5.0227
0.05336,-8.7018,-5.0362
0.05337,-8.7173,-5.0498
0.05338,-8.7326,-5.0633
0.05339,-8.7479,-5.0769
0.0534,-8.7631,-5.0904
0.05341,-8.7782,-5.1039
0.05342,-8.7932,-5.1174
0.05343,-8.8081,-5.1309
0.05344,-8.8229,-5.1444
0.05345,-8.8377,-5.1579
0.05346,-8.8523,-5.1713
0.05347,-8.8669,-5.1847
0.05348,-8.8814,-5.1982
0.05349,-8.8958,-5.2116
0.0535,-8.9101,-5.225
0.05351,-8.9243,-5.2384
0.05352,-8.9384,-5.2517
0.05353,-8.9525,-5.2651
0.05354,-8.9664,-5.2785
0.05355,-8.9803,-5.2918
0.05356,-8.9941,-5.3051
0.05357,-9.0077,-5.3184
0.05358,-9.0213,-5.3317
0.05359,-9.0348,-5.345
0.0536,-9.0483,-5.3583
0.05361,-9.0616,-5.3715
0.05362,-9.0748,-5.3848
0.05363,-9.088,-5.398
0.05364,-9.1011,-5.4112
0.05365,-9.114,-5.4244
0.05366,-9.1269,-5.4376
0.05367,-9.1397,-5.4508
0.05368,-9.1524,-5.4639
0.05369,-9.165,-5.4771
0.0537,-9.1775,-5.4902
0.05371,-9.19,-5.5034
0.05372,-9.2023,-5.5165
0.05373,-9.2146,-5.5296
0.05374,-9.2267,-5.5426
0.05375,-9.2388,-5.5557
0.05376,-9.2508,-5.5688
0.05377,-9.2627,-5.5818
0.05378,-9.2745,-5.5948
0.05379,-9.2862,-5.6078
0.0538,-9.2978,-5.6208
0.05381,-9.3093,-5.6338
0.05382,-9.3207,-5.6468
0.05383,-9.332,-5.6597
0.05384,-9.3433,-5.6727
0.05385,-9.3544,-5.6856
0.05386,-9.3655,-5.6985
0.05387,-9.3765,-5.7114
0.05388,-9.3873,-5.7243
0.05389,-9.3981,-5.7372
0.0539,-9.4088,-5.7501
0.05391,-9.4194,-5.7629
0.05392,-9.4299,-5.7757
0.05393,-9.4403,-5.7885
0.05394,-9.4506,-5.8013
0.05395,-9.4609,-5.8141
0.05396,-9.471,-5.8269
0.05397,-9.481,-5.8397
0.05398,-9.491,-5.8524
0.05399,-9.5008,-5.8651
0.054,-9.5106,-5.8779
0.05401,-9.5202,-5.8906
0.05402,-9.5298,-5.9032
0.05403,-9.5393,-5.9159
0.05404,-9.5486,-5.9286
0.05405,-9.5579,-5.9412
0.05406,-9.5671,-5.9538
0.05407,-9.5762,-5.9665
0.05408,-9.5852,-5.979
0.05409,-9.5941,-5.9916
0.0541,-9.6029,-6.0042
0.05411,-9.6117,-6.0168
0.05412,-9.6203,-6.0293
0.05413,-9.6288,-6.0418
0.05414,-9.6372,-6.0543
0.05415,-9.6456,-6.0668
0.05416,-9.6538,-6.0793
0.05417,-9.662,-6.0918
0.05418,-9.67,-6.1042
0.05419,-9.678,-6.1167
0.0542,-9.6858,-6.1291
0.05421,-9.6936,-6.1415
0.05422,-9.7013,-6.1539
0.05423,-9.7088,-6.1662
0.05424,-9.7163,-6.1786
0.05425,-9.7237,-6.1909
0.05426,-9.731,-6.2033
0.05427,-9.7382,-6.2156
0.05428,-9.7453,-6.2279
0.05429,-9.7523,-6.2402
0.0543,-9.7592,-6.2524
0.05431,-9.766,-6.2647
0.05432,-9.7727,-6.2769
0.05433,-9.7793,-6.2891
0.05434,-9.7858,-6.3013
0.05435,-9.7922,-6.3135
0.05436,-9.7986,-6.3257
0.05437,-9.8048,-6.3379
0.05438,-9.8109,-6.35
0.05439,-9.8169,-6.3621
0.0544,-9.8229,-6.3742
0.05441,-9.8287,-6.3863
0.05442,-9.8345,-6.3984
0.05443,-9.8401,-6.4105
0.05444,-9.8456,-6.4225
0.05445,-9.8511,-6.4346
0.05446,-9.8564,-6.4466
0.05447,-9.8617,-6.4586
0.05448,-9.8669,-6.4706
0.05449,-9.8719,-6.4825
0.0545,-9.8769,-6.4945
0.05451,-9.8817,-6.5064
0.05452,-9.8865,-6.5183
0.05453,-9.8912,-6.5302
0.05454,-9.8958,-6.5421
0.05455,-9.9002,-6.554
0.05456,-9.9046,-6.5659
0.05457,-9.9089,-6.5777
0.05458,-9.9131,-6.5895
0.05459,-9.9172,-6.6013
0.0546,-9.9211,-6.6131
0.05461,-9.925,-6.6249
0.05462,-9.9288,-6.6367
0.05463,-9.9325,-6.6484
0.05464,-9.9361,-6.6601
0.05465,-9.9396,-6.6718
0.05466,-9.943,-6.6835
0.05467,-9.9463,-6.6952
0.05468,-9.9495,-6.7069
0.05469,-9.9526,-6.7185
0.0547,-9.9556,-6.7301
0.05471,-9.9585,-6.7417
0.05472,-9.9613,-6.7533
0.05473,-9.964,-6.7649
0.05474,-9.9667,-6.7765
0.05475,-9.9692,-6.788
0.05476,-9.9716,-6.7995
0.05477,-9.9739,-6.811
0.05478,-9.9761,-6.8225
0.05479,-9.9782,-6.834
0.0548,-9.9803,-6.8455
0.05481,-9.9822,-6.8569
0.05482,-9.984,-6.8683
0.05483,-9.9857,-6.8797
0.05484,-9.9874,-6.8911
0.05485,-9.9889,-6.9025
0.05486,-9.9903,-6.9139
0.05487,-9.9917,-6.9252
0.05488,-9.9929,-6.9365
0.05489,-9.994,-6.9478
0.0549,-9.9951,-6.9591
0.05491,-9.996,-6.9704
0.05492,-9.9968,-6.9817
0.05493,-9.9976,-6.9929
0.05494,-9.9982,-7.0041
0.05495,-9.9988,-7.0153
0.05496,-9.9992,-7.0265
0.05497,-9.9996,-7.0377
0.05498,-9.9998,-7.0488
0.05499,-10,-7.06
0.055,-10,-7.0711
0.05501,-10,-7.0822
0.05502,-9.9998,-7.0932
0.05503,-9.9996,-7.1043
0.05504,-9.9992,-7.1154
0.05505,-9.9988,-7.1264
0.05506,-9.9982,-7.1374
0.05507,-9.9976,-7.1484
0.05508,-9.9968,-7.1594
0.05509,-9.996,-7.1703
0.0551,-9.9951,-7.1813
0.05511,-9.994,-7.1922
0.05512,-9.9929,-7.2031
0.05513,-9.9917,-7.214
0.05514,-9.9903,-7.2248
0.05515,-9.9889,-7.2357
0.05516,-9.9874,-7.2465
0.05517,-9.9857,-7.2573
0.05518,-9.984,-7.2681
0.05519,-9.9822,-7.2789
0.0552,-9.9803,-7.2897
0.05521,-9.9782,-7.3004
0.05522,-9.9761,-7.3112
0.05523,-9.9739,-7.3219
0.05524,-9.9716,-7.3326
0.05525,-9.9692,-7.3432
0.05526,-9.9667,-7.3539
0.05527,-9.964,-7.3645
0.05528,-9.9613,-7.3751
0.05529,-9.9585,-7.3857
0.0553,-9.9556,-7.3963
0.05531,-9.9526,-7.4069
0.05532,-9.9495,-7.4174
0.05533,-9.9463,-7.4279
0.05534,-9.943,-7.4385
0.05535,-9.9396,-7.4489
0.05536,-9.9361,-7.4594
0.05537,-9.9325,-7.4699
0.05538,-9.9288,-7.4803
0.05539,-9.925,-7.4907
0.0554,-9.9211,-7.5011
0.05541,-9.9172,-7.5115
0.05542,-9.9131,-7.5218
0.05543,-9.9089,-7.5322
0.05544,-9.9046,-7.5425
0.05545,-9.9002,-7.5528
0.05546,-9.8958,-7.5631
0.05547,-9.8912,-7.5734
0.05548,-9.8865,-7.5836
0.05549,-9.8817,-7.5938
0.0555,-9.8769,-7.6041
0.05551,-9.8719,-7.6143
0.05552,-9.8669,-7.6244
0.05553,-9.8617,-7.6346
0.05554,-9.8564,-7.6447
0.05555,-9.8511,-7.6548
0.05556,-9.8456,-7.6649
0.05557,-9.8401,-7.675
0.05558,-9.8345,-7.6851
0.05559,-9.8287,-7.6951
0.0556,-9.8229,-7.7051
0.05561,-9.8169,-7.7151
0.05562,-9.8109,-7.7251
0.05563,-9.8048,-7.7351
0.05564,-9.7986,-7.745
0.05565,-9.7922,-7.755
0.05566,-9.7858,-7.7649
0.05567,-9.7793,-7.7748
0.05568,-9.7727,-7.7846
0.05569,-9.766,-7.7945
0.0557,-9.7592,-7.8043
0.05571,-9.7523,-7.8141
0.05572,-9.7453,-7.8239
0.05573,-9.7382,-7.8337
0.05574,-9.731,-7.8434
0.05575,-9.7237,-7.8532
0.05576,-9.7163,-7.8629
0.05577,-9.7088,-7.8726
0.05578,-9.7013,-7.8823
0.05579,-9.6936,-7.8919
0.0558,-9.6858,-7.9016
0.05581,-9.678,-7.9112
0.05582,-9.67,-7.9208
0.05583,-9.662,-7.9303
0.05584,-9.6538,-7.9399
0.05585,-9.6456,-7.9494
0.05586,-9.6372,-7.959
0.05587,-9.6288,-7.9685
0.05588,-9.6203,-7.9779
0.05589,-9.6117,-7.9874
0.0559,-9.6029,-7.9968
0.05591,-9.5941,-8.0063
0.05592,-9.5852,-8.0157
0.05593,-9.5762,-8.0251
0.05594,-9.5671,-8.0344
0.05595,-9.5579,-8.0438
0.05596,-9.5486,-8.0531
0.05597,-9.5393,-8.0624
0.05598,-9.5298,-8.0717
0.05599,-9.5202,-8.0809
0.056,-9.5106,-8.0902
0.05601,-9.5008,-8.0994
0.05602,-9.491,-8.1086
0.05603,-9.481,-8.1178
0.05604,-9.471,-8.1269
0.05605,-9.4609,-8.1361
0.05606,-9.4506,-8.1452
0.05607,-9.4403,-8.1543
0.05608,-9.4299,-8.1634
0.05609,-9.4194,-8.1725
0.0561,-9.4088,-8.1815
0.05611,-9.3981,-8.1905
0.05612,-9.3873,-8.1995
0.05613,-9.3765,-8.2085
0.05614,-9.3655,-8.2175
0.05615,-9.3544,-8.2264
0.05616,-9.3433,-8.2353
0.05617,-9.332,-8.2442
0.05618,-9.3207,-8.2531
0.05619,-9.3093,-8.262
0.0562,-9.2978,-8.2708
0.05621,-9.2862,-8.2796
0.05622,-9.2745,-8.2884
0.05623,-9.2627,-8.2972
0.05624,-9.2508,-8.306
0.05625,-9.2388,-8.3147
0.05626,-9.2267,-8.3234
0.05627,-9.2146,-8.3321
0.05628,-9.2023,-8.3408
0.05629,-9.19,-8.3494
0.0563,-9.1775,-8.3581
0.05631,-9.165,-8.3667
0.05632,-9.1524,-8.3753
0.05633,-9.1397,-8.3839
0.05634,-9.1269,-8.3924
0.05635,-9.114,-8.4009
0.05636,-9.1011,-8.4094
0.05637,-9.088,-8.4179
0.05638,-9.0748,-8.4264
0.05639,-9.0616,-8.4349
0.0564,-9.0483,-8.4433
0.05641,-9.0348,-8.4517
0.05642,-9.0213,-8.4601
0.05643,-9.0077,-8.4684
0.05644,-8.9941,-8.4768
0.05645,-8.9803,-8.4851
0.05646,-8.9664,-8.4934
0.05647,-8.9525,-8.5017
0.05648,-8.9384,-8.5099
0.05649,-8.9243,-8.5182
0.0565,-8.9101,-8.5264
0.05651,-8.8958,-8.5346
0.05652,-8.8814,-8.5428
0.05653,-8.8669,-8.5509
0.05654,-8.8523,-8.5591
0.05655,-8.8377,-8.5672
0.05656,-8.8229,-8.5753
0.05657,-8.8081,-8.5833
0.05658,-8.7932,-8.5914
0.05659,-8.7782,-8.5994
0.0566,-8.7631,-8.6074
0.05661,-8.7479,-8.6154
0.05662,-8.7326,-8.6234
0.05663,-8.7173,-8.6313
0.05664,-8.7018,-8.6392
0.05665,-8.6863,-8.6471
0.05666,-8.6707,-8.655
0.05667,-8.655,-8.6629
0.05668,-8.6392,-8.6707
0.05669,-8.6234,-8.6785
0.0567,-8.6074,-8.6863
0.05671,-8.5914,-8.6941
0.05672,-8.5753,-8.7018
0.05673,-8.5591,-8.7096
0.05674,-8.5428,-8.7173
0.05675,-8.5264,-8.725
0.05676,-8.5099,-8.7326
0.05677,-8.4934,-8.7403
0.05678,-8.4768,-8.7479
0.05679,-8.4601,-8.7555
0.0568,-8.4433,-8.7631
0.05681,-8.4264,-8.7706
0.05682,-8.4094,-8.7782
0.05683,-8.3924,-8.7857
0.05684,-8.3753,-8.7932
0.05685,-8.3581,-8.8006
0.05686,-8.3408,-8.8081
0.05687,-8.3234,-8.8155
0.05688,-8.306,-8.8229
0.05689,-8.2884,-8.8303
0.0569,-8.2708,-8.8377
0.05691,-8.2531,-8.845
0.05692,-8.2353,-8.8523
0.05693,-8.2175,-8.8596
0.05694,-8.1995,-8.8669
0.05695,-8.1815,-8.8741
0.05696,-8.1634,-8.8814
0.05697,-8.1452,-8.8886
0.05698,-8.1269,-8.8958
0.05699,-8.1086,-8.9029
0.057,-8.0902,-8.9101
0.05701,-8.0717,-8.9172
0.05702,-8.0531,-8.9243
0.05703,-8.0344,-8.9314
0.05704,-8.0157,-8.9384
0.05705,-7.9968,-8.9454
0.05706,-7.9779,-8.9525
0.05707,-7.959,-8.9594
0.05708,-7.9399,-8.9664
0.05709,-7.9208,-8.9734
0.0571,-7.9016,-8.9803
0.05711,-7.8823,-8.9872
0.05712,-7.8629,-8.9941
0.05713,-7.8434,-9.0009
0.05714,-7.8239,-9.0077
0.05715,-7.8043,-9.0146
0.05716,-7.7846,-9.0213
0.05717,-7.7649,-9.0281
0.05718,-7.745,-9.0348
0.05719,-7.7251,-9.0416
0.0572,-7.7051,-9.0483
0.05721,-7.6851,-9.0549
0.05722,-7.6649,-9.0616
0.05723,-7.6447,-9.0682
0.05724,-7.6244,-9.0748
0.05725,-7.6041,-9.0814
0.05726,-7.5836,-9.088
0.05727,-7.5631,-9.0945
0.05728,-7.5425,-9.1011
0.05729,-7.5218,-9.1076
0.0573,-7.5011,-9.114
0.05731,-7.4803,-9.1205
0.05732,-7.4594,-9.1269
0.05733,-7.4385,-9.1333
0.05734,-7.4174,-9.1397
0.05735,-7.3963,-9.1461
0.05736,-7.3751,-9.1524
0.05737,-7.3539,-9.1587
0.05738,-7.3326,-9.165
0.05739,-7.3112,-9.1713
0.0574,-7.2897,-9.1775
0.05741,-7.2681,-9.1838
0.05742,-7.2465,-9.19
0.05743,-7.2248,-9.1962
0.05744,-7.2031,-9.2023
0.05745,-7.1813,-9.2085
0.05746,-7.1594,-9.2146
0.05747,-7.1374,-9.2207
0.05748,-7.1154,-9.2267
0.05749,-7.0932,-9.2328
0.0575,-7.0711,-9.2388
0.05751,-7.0488,-9.2448
0.05752,-7.0265,-9.2508
0.05753,-7.0041,-9.2567
0.05754,-6.9817,-9.2627
0.05755,-6.9591,-9.2686
0.05756,-6.9365,-9.2745
0.05757,-6.9139,-9.2803
0.05758,-6.8911,-9.2862
0.05759,-6.8683,-9.292
0.0576,-6.8455,-9.2978
0.05761,-6.8225,-9.3035
0.05762,-6.7995,-9.3093
0.05763,-6.7765,-9.315
0.05764,-6.7533,-9.3207
0.05765,-6.7301,-9.3264
0.05766,-6.7069,-9.332
0.05767,-6.6835,-9.3377
0.05768,-6.6601,-9.3433
0.05769,-6.6367,-9.3489
0.0577,-6.6131,-9.3544
0.05771,-6.5895,-9.36
0.05772,-6.5659,-9.3655
0.05773,-6.5421,-9.371
0.05774,-6.5183,-9.3765
0.05775,-6.4945,-9.3819
0.05776,-6.4706,-9.3873
0.05777,-6.4466,-9.3927
0.05778,-6.4225,-9.3981
0.05779,-6.3984,-9.4035
0.0578,-6.3742,-9.4088
0.05781,-6.35,-9.4141
0.05782,-6.3257,-9.4194
0.05783,-6.3013,-9.4247
0.05784,-6.2769,-9.4299
0.05785,-6.2524,-9.4351
0.05786,-6.2279,-9.4403
0.05787,-6.2033,-9.4455
0.05788,-6.1786,-9.4506
0.05789,-6.1539,-9.4558
0.0579,-6.1291,-9.4609
0.05791,-6.1042,-9.4659
0.05792,-6.0793,-9.471
0.05793,-6.0543,-9.476
0.05794,-6.0293,-9.481
0.05795,-6.0042,-9.486
0.05796,-5.979,-9.491
0.05797,-5.9538,-9.4959
0.05798,-5.9286,-9.5008
0.05799,-5.9032,-9.5057
0.058,-5.8779,-9.5106
0.05801,-5.8524,-9.5154
0.05802,-5.8269,-9.5202
0.05803,-5.8013,-9.525
0.05804,-5.7757,-9.5298
0.05805,-5.7501,-9.5345
0.05806,-5.7243,-9.5393
0.05807,-5.6985,-9.544
0.05808,-5.6727,-9.5486
0.05809,-5.6468,-9.5533
0.0581,-5.6208,-9.5579
0.05811,-5.5948,-9.5625
0.05812,-5.5688,-9.5671
0.05813,-5.5426,-9.5717
0.05814,-5.5165,-9.5762
0.05815,-5.4902,-9.5807
0.05816,-5.4639,-9.5852
0.05817,-5.4376,-9.5897
0.05818,-5.4112,-9.5941
0.05819,-5.3848,-9.5985
0.0582,-5.3583,-9.6029
0.05821,-5.3317,-9.6073
0.05822,-5.3051,-9.6117
0.05823,-5.2785,-9.616
0.05824,-5.2517,-9.6203
0.05825,-5.225,-9.6246
0.05826,-5.1982,-9.6288
0.05827,-5.1713,-9.633
0.05828,-5.1444,-9.6372
0.05829,-5.1174,-9.6414
0.0583,-5.0904,-9.6456
0.05831,-5.0633,-9.6497
0.05832,-5.0362,-9.6538
0.05833,-5.0091,-9.6579
0.05834,-4.9819,-9.662
0.05835,-4.9546,-9.666
0.05836,-4.9273,-9.67
0.05837,-4.8999,-9.674
0.05838,-4.8725,-9.678
0.05839,-4.845,-9.6819
0.0584,-4.8175,-9.6858
0.05841,-4.79,-9.6897
0.05842,-4.7624,-9.6936
0.05843,-4.7347,-9.6974
0.05844,-4.707,-9.7013
0.05845,-4.6793,-9.7051
0.05846,-4.6515,-9.7088
0.05847,-4.6237,-9.7126
0.05848,-4.5958,-9.7163
0.05849,-4.5679,-9.72
0.0585,-4.5399,-9.7237
0.05851,-4.5119,-9.7274
0.05852,-4.4838,-9.731
0.05853,-4.4557,-9.7346
0.05854,-4.4276,-9.7382
0.05855,-4.3994,-9.7417
0.05856,-4.3712,-9.7453
0.05857,-4.3429,-9.7488
0.05858,-4.3146,-9.7523
0.05859,-4.2862,-9.7557
0.0586,-4.2578,-9.7592
0.05861,-4.2293,-9.7626
0.05862,-4.2009,-9.766
0.05863,-4.1723,-9.7693
0.05864,-4.1438,-9.7727
0.05865,-4.1151,-9.776
0.05866,-4.0865,-9.7793
0.05867,-4.0578,-9.7826
0.05868,-4.0291,-9.7858
0.05869,-4.0003,-9.789
0.0587,-3.9715,-9.7922
0.05871,-3.9426,-9.7954
0.05872,-3.9137,-9.7986
0.05873,-3.8848,-9.8017
0.05874,-3.8558,-9.8048
0.05875,-3.8268,-9.8079
0.05876,-3.7978,-9.8109
0.05877,-3.7687,-9.8139
0.05878,-3.7396,-9.8169
0.05879,-3.7104,-9.8199
0.0588,-3.6812,-9.8229
0.05881,-3.652,-9.8258
0.05882,-3.6228,-9.8287
0.05883,-3.5935,-9.8316
0.05884,-3.5641,-9.8345
0.05885,-3.5347,-9.8373
0.05886,-3.5053,-9.8401
0.05887,-3.4759,-9.8429
0.05888,-3.4464,-9.8456
0.05889,-3.4169,-9.8484
0.0589,-3.3874,-9.8511
0.05891,-3.3578,-9.8538
0.05892,-3.3282,-9.8564
0.05893,-3.2986,-9.8591
0.05894,-3.2689,-9.8617
0.05895,-3.2392,-9.8643
0.05896,-3.2094,-9.8669
0.05897,-3.1797,-9.8694
0.05898,-3.1499,-9.8719
0.05899,-3.12,-9.8744
0.059,-3.0902,-9.8769
0.05901,-3.0603,-9.8793
0.05902,-3.0304,-9.8817
0.05903,-3.0004,-9.8841
0.05904,-2.9704,-9.8865
0.05905,-2.9404,-9.8889
0.05906,-2.9104,-9.8912
0.05907,-2.8803,-9.8935
0.05908,-2.8502,-9.8958
0.05909,-2.8201,-9.898
0.0591,-2.7899,-9.9002
0.05911,-2.7597,-9.9024
0.05912,-2.7295,-9.9046
0.05913,-2.6993,-9.9068
0.05914,-2.669,-9.9089
0.05915,-2.6387,-9.911
0.05916,-2.6084,-9.9131
0.05917,-2.5781,-9.9151
0.05918,-2.5477,-9.9172
0.05919,-2.5173,-9.9192
0.0592,-2.4869,-9.9211
0.05921,-2.4565,-9.9231
0.05922,-2.426,-9.925
0.05923,-2.3955,-9.9269
0.05924,-2.365,-9.9288
0.05925,-2.3345,-9.9307
0.05926,-2.3039,-9.9325
0.05927,-2.2733,-9.9343
0.05928,-2.2427,-9.9361
0.05929,-2.2121,-9.9379
0.0593,-2.1814,-9.9396
0.05931,-2.1508,-9.9413
0.05932,-2.1201,-9.943
0.05933,-2.0894,-9.9447
0.05934,-2.0586,-9.9463
